Language	Voice type	Language code	Voice name	SSML Gender
Spanish (US)	Premium	es-US	es-US-Chirp-HD-O	FEMALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Aoede	FEMALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Charon	MALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Fenrir	MALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Kore	FEMALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Leda	FEMALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Orus	MALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Puck	MALE
Spanish (US)	Premium	es-US	es-US-Chirp3-HD-Zephyr	FEMALE
Spanish (US)	Premium	es-US	es-US-Neural2-A	FEMALE
Spanish (US)	Premium	es-US	es-US-Neural2-B	MALE
Spanish (US)	Premium	es-US	es-US-Neural2-C	MALE
Spanish (US)	Premium	es-US	es-US-News-D	MALE
Spanish (US)	Premium	es-US	es-US-News-E	MALE
Spanish (US)	Premium	es-US	es-US-News-F	FEMALE
Spanish (US)	Premium	es-US	es-US-News-G	FEMALE
Spanish (US)	Premium	es-US	es-US-Polyglot-1	MALE
Spanish (US)	Standard	es-US	es-US-Standard-A	FEMALE
Spanish (US)	Standard	es-US	es-US-Standard-B	MALE
Spanish (US)	Standard	es-US	es-US-Standard-C	MALE
Spanish (US)	Studio	es-US	es-US-Studio-B	MALE
Spanish (US)	Premium	es-US	es-US-Wavenet-A	FEMALE
Spanish (US)	Premium	es-US	es-US-Wavenet-B	MALE
Spanish (US)	Premium	es-US	es-US-Wavenet-C	MALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-A	FEMALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-B	FEMALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-C	FEMALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-D	MALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-E	MALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-F	FEMALE
Swedish (Sweden)	Standard	sv-SE	sv-SE-Standard-G	MALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-A	FEMALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-B	FEMALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-C	MALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-D	FEMALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-E	MALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-F	FEMALE
Swedish (Sweden)	Premium	sv-SE	sv-SE-Wavenet-G	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Aoede	FEMALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Charon	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Fenrir	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Kore	FEMALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Leda	FEMALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Orus	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Puck	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Chirp3-HD-Zephyr	FEMALE
Tamil (India)	Standard	ta-IN	ta-IN-Standard-A	FEMALE
Tamil (India)	Standard	ta-IN	ta-IN-Standard-B	MALE
Tamil (India)	Standard	ta-IN	ta-IN-Standard-C	FEMALE
Tamil (India)	Standard	ta-IN	ta-IN-Standard-D	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Wavenet-A	FEMALE
Tamil (India)	Premium	ta-IN	ta-IN-Wavenet-B	MALE
Tamil (India)	Premium	ta-IN	ta-IN-Wavenet-C	FEMALE
Tamil (India)	Premium	ta-IN	ta-IN-Wavenet-D	MALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Aoede	FEMALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Charon	MALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Fenrir	MALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Kore	FEMALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Leda	FEMALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Orus	MALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Puck	MALE
Telugu (India)	Premium	te-IN	te-IN-Chirp3-HD-Zephyr	FEMALE
Telugu (India)	Standard	te-IN	te-IN-Standard-A	FEMALE
Telugu (India)	Standard	te-IN	te-IN-Standard-B	MALE
Telugu (India)	Standard	te-IN	te-IN-Standard-C	FEMALE
Telugu (India)	Standard	te-IN	te-IN-Standard-D	MALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Aoede	FEMALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Charon	MALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Fenrir	MALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Kore	FEMALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Leda	FEMALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Orus	MALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Puck	MALE
Thai (Thailand)	Premium	th-TH	th-TH-Chirp3-HD-Zephyr	FEMALE
Thai (Thailand)	Premium	th-TH	th-TH-Neural2-C	FEMALE
Thai (Thailand)	Standard	th-TH	th-TH-Standard-A	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Aoede	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Charon	MALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Fenrir	MALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Kore	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Leda	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Orus	MALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Puck	MALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Chirp3-HD-Zephyr	FEMALE
Turkish (Turkey)	Standard	tr-TR	tr-TR-Standard-A	FEMALE
Turkish (Turkey)	Standard	tr-TR	tr-TR-Standard-B	MALE
Turkish (Turkey)	Standard	tr-TR	tr-TR-Standard-C	FEMALE
Turkish (Turkey)	Standard	tr-TR	tr-TR-Standard-D	FEMALE
Turkish (Turkey)	Standard	tr-TR	tr-TR-Standard-E	MALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Wavenet-A	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Wavenet-B	MALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Wavenet-C	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Wavenet-D	FEMALE
Turkish (Turkey)	Premium	tr-TR	tr-TR-Wavenet-E	MALE
Ukrainian (Ukraine)	Standard	uk-UA	uk-UA-Standard-A	FEMALE
Ukrainian (Ukraine)	Standard	uk-UA	uk-UA-Standard-B	FEMALE
Ukrainian (Ukraine)	Premium	uk-UA	uk-UA-Wavenet-A	FEMALE
Ukrainian (Ukraine)	Premium	uk-UA	uk-UA-Wavenet-B	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Aoede	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Charon	MALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Fenrir	MALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Kore	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Leda	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Orus	MALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Puck	MALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Chirp3-HD-Zephyr	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Neural2-A	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Neural2-D	MALE
Vietnamese (Vietnam)	Standard	vi-VN	vi-VN-Standard-A	FEMALE
Vietnamese (Vietnam)	Standard	vi-VN	vi-VN-Standard-B	MALE
Vietnamese (Vietnam)	Standard	vi-VN	vi-VN-Standard-C	FEMALE
Vietnamese (Vietnam)	Standard	vi-VN	vi-VN-Standard-D	MALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Wavenet-A	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Wavenet-B	MALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Wavenet-C	FEMALE
Vietnamese (Vietnam)	Premium	vi-VN	vi-VN-Wavenet-D	MALE[KK]
